SK_Venda,Quantia_Comprada,ID_Produto,Nome_Produto,Preco_Unitario,Valor_Total,CPF_Aluno,Nome_Plano,CPF_Personal,Quantia_Treinos,Data,Ano,Mes,Dia,Dia_Semana
1039,5,6,Camiseta Dry Fit,39.9,199.5,704.869.321-50,Basic,435.201.798-14,2,2025-07-26,2025,7,26,Sábado
9,4,2,Creatina,59.9,239.6,439.587.261-19,Standard,026.954.731-25,2,2025-07-27,2025,7,27,Domingo
236,4,7,Shorts Treino,49.9,199.6,109.756.842-30,Premium,356.890.241-98,4,2025-07-27,2025,7,27,Domingo
90,6,4,Luva de Treino,49.9,299.4,926.014.578-30,Basic,187.926.053-03,3,2025-08-01,2025,8,1,Sexta-feira
1029,6,5,Cinto Lombar,99.9,599.4,205.876.493-56,Premium,430.579.182-04,2,2025-08-02,2025,8,2,Sábado
166,5,6,Camiseta Dry Fit,39.9,199.5,704.869.321-50,Basic,435.201.798-14,2,2025-08-07,2025,8,7,Quinta-feira
256,6,10,Corda de Pular,29.9,179.4,941.805.763-84,Standard,187.926.053-03,5,2025-08-07,2025,8,7,Quinta-feira
1058,1,10,Corda de Pular,29.9,29.9,109.756.842-30,Premium,356.890.241-98,4,2025-08-14,2025,8,14,Quinta-feira
210,1,4,Luva de Treino,49.9,49.9,061.498.723-78,Premium,964.517.302-70,2,2025-08-20,2025,8,20,Quarta-feira
1026,6,4,Luva de Treino,49.9,299.4,670.925.381-30,Premium,618.709.543-00,1,2025-08-24,2025,8,24,Domingo
46,3,7,Shorts Treino,49.9,149.7,807.942.153-60,Basic,924.138.650-98,3,2025-08-27,2025,8,27,Quarta-feira
68,9,1,Whey Protein,89.9,809.1,256.843.901-70,Premium,187.926.053-03,5,2025-09-05,2025,9,5,Sexta-feira
89,6,4,Luva de Treino,49.9,299.4,670.925.381-30,Premium,618.709.543-00,1,2025-09-05,2025,9,5,Sexta-feira
92,6,5,Cinto Lombar,99.9,599.4,205.876.493-56,Premium,430.579.182-04,2,2025-09-10,2025,9,10,Quarta-feira
158,8,5,Cinto Lombar,99.9,799.2,439.587.261-19,Standard,026.954.731-25,2,2025-09-10,2025,9,10,Quarta-feira
218,6,4,Luva de Treino,49.9,299.4,926.014.578-30,Basic,187.926.053-03,3,2025-09-11,2025,9,11,Quinta-feira
128,6,10,Corda de Pular,29.9,179.4,941.805.763-84,Standard,187.926.053-03,5,2025-09-12,2025,9,12,Sexta-feira
226,1,6,Camiseta Dry Fit,39.9,39.9,145.620.738-53,Premium,430.579.182-04,5,2025-09-16,2025,9,16,Terça-feira
190,4,10,Corda de Pular,29.9,119.6,704.869.321-50,Basic,435.201.798-14,2,2025-09-18,2025,9,18,Quinta-feira
77,5,3,Pre-Treino,79.9,399.5,061.498.723-78,Premium,964.517.302-70,2,2025-09-19,2025,9,19,Sexta-feira
4,9,1,Whey Protein,89.9,809.1,256.843.901-70,Premium,187.926.053-03,5,2025-09-20,2025,9,20,Sábado
1063,4,10,Corda de Pular,29.9,119.6,704.869.321-50,Basic,435.201.798-14,2,2025-09-21,2025,9,21,Domingo
115,4,9,Isotonico,8.9,35.6,205.876.493-56,Premium,430.579.182-04,2,2025-09-23,2025,9,23,Terça-feira
1055,9,9,Isotonico,8.9,80.1,256.843.901-70,Premium,187.926.053-03,5,2025-09-24,2025,9,24,Quarta-feira
120,8,9,Isotonico,8.9,71.2,867.450.391-84,Premium,026.954.731-25,4,2025-09-27,2025,9,27,Sábado
216,5,4,Luva de Treino,49.9,249.5,504.983.671-93,Basic,924.138.650-98,2,2025-10-01,2025,10,1,Quarta-feira
61,3,10,Corda de Pular,29.9,89.7,608.751.294-20,Basic,435.201.798-14,2,2025-10-05,2025,10,5,Domingo
3,9,1,Whey Protein,89.9,809.1,235.149.687-64,Anual,807.295.613-21,3,2025-10-06,2025,10,6,Segunda-feira
60,3,10,Corda de Pular,29.9,89.7,504.983.671-93,Basic,924.138.650-98,2,2025-10-07,2025,10,7,Terça-feira
65,5,1,Whey Protein,89.9,449.5,032.968.745-00,Basic,924.138.650-98,3,2025-10-10,2025,10,10,Sexta-feira
86,8,4,Luva de Treino,49.9,399.2,356.982.147-19,Standard,924.138.650-98,5,2025-10-10,2025,10,10,Sexta-feira
233,5,7,Shorts Treino,49.9,249.5,015.872.963-30,Standard,618.709.543-00,1,2025-10-11,2025,10,11,Sábado
32,9,6,Camiseta Dry Fit,39.9,359.1,029.346.875-38,Basic,026.954.731-25,3,2025-10-12,2025,10,12,Domingo
40,10,6,Camiseta Dry Fit,39.9,399.0,926.014.578-30,Basic,187.926.053-03,3,2025-10-16,2025,10,16,Quinta-feira
66,10,1,Whey Protein,89.9,899.0,105.962.743-43,Anual,435.201.798-14,2,2025-10-17,2025,10,17,Sexta-feira
111,6,7,Shorts Treino,49.9,299.4,903.278.451-04,Basic,430.579.182-04,1,2025-10-21,2025,10,21,Terça-feira
140,10,3,Pre-Treino,79.9,799.0,024.619.853-24,Anual,964.517.302-70,1,2025-10-22,2025,10,22,Quarta-feira
229,5,6,Camiseta Dry Fit,39.9,199.5,651.370.429-43,Basic,356.890.241-98,3,2025-10-22,2025,10,22,Quarta-feira
129,5,1,Whey Protein,89.9,449.5,032.968.745-00,Basic,924.138.650-98,3,2025-10-24,2025,10,24,Sexta-feira
215,8,4,Luva de Treino,49.9,399.2,439.587.261-19,Standard,026.954.731-25,2,2025-10-31,2025,10,31,Sexta-feira
79,7,3,Pre-Treino,79.9,559.3,356.982.147-19,Standard,924.138.650-98,5,2025-11-02,2025,11,2,Domingo
143,7,3,Pre-Treino,79.9,559.3,356.982.147-19,Standard,924.138.650-98,5,2025-11-03,2025,11,3,Segunda-feira
10,7,2,Creatina,59.9,419.3,795.328.401-41,Standard,319.267.548-91,2,2025-11-10,2025,11,10,Segunda-feira
49,3,8,Agua Mineral,3.5,10.5,173.204.986-69,Anual,026.954.731-25,1,2025-11-14,2025,11,14,Sexta-feira
1024,8,4,Luva de Treino,49.9,399.2,439.587.261-19,Standard,026.954.731-25,2,2025-11-15,2025,11,15,Sábado
13,5,3,Pre-Treino,79.9,399.5,061.498.723-78,Premium,964.517.302-70,2,2025-11-20,2025,11,20,Quinta-feira
1012,7,2,Creatina,59.9,419.3,867.450.391-84,Premium,026.954.731-25,4,2025-11-22,2025,11,22,Sábado
1065,6,10,Corda de Pular,29.9,179.4,941.805.763-84,Standard,187.926.053-03,5,2025-11-23,2025,11,23,Domingo
6,8,2,Creatina,59.9,479.2,015.872.963-30,Standard,618.709.543-00,1,2025-11-24,2025,11,24,Segunda-feira
96,9,6,Camiseta Dry Fit,39.9,359.1,029.346.875-38,Basic,026.954.731-25,3,2025-11-25,2025,11,25,Terça-feira
27,9,5,Cinto Lombar,99.9,899.1,105.962.743-43,Anual,435.201.798-14,2,2025-11-29,2025,11,29,Sábado
188,3,10,Corda de Pular,29.9,89.7,504.983.671-93,Basic,924.138.650-98,2,2025-11-30,2025,11,30,Domingo
1010,4,2,Creatina,59.9,239.6,439.587.261-19,Standard,026.954.731-25,2,2025-12-03,2025,12,3,Quarta-feira
26,6,4,Luva de Treino,49.9,299.4,926.014.578-30,Basic,187.926.053-03,3,2025-12-04,2025,12,4,Quinta-feira
151,8,4,Luva de Treino,49.9,399.2,439.587.261-19,Standard,026.954.731-25,2,2025-12-04,2025,12,4,Quinta-feira
1013,10,3,Pre-Treino,79.9,799.0,024.619.853-24,Anual,964.517.302-70,1,2025-12-06,2025,12,6,Sábado
1014,5,3,Pre-Treino,79.9,399.5,061.498.723-78,Premium,964.517.302-70,2,2025-12-08,2025,12,8,Segunda-feira
174,3,7,Shorts Treino,49.9,149.7,807.942.153-60,Basic,924.138.650-98,3,2025-12-15,2025,12,15,Segunda-feira
21,4,4,Luva de Treino,49.9,199.6,145.620.738-53,Premium,430.579.182-04,5,2025-12-20,2025,12,20,Sábado
91,9,5,Cinto Lombar,99.9,899.1,105.962.743-43,Anual,435.201.798-14,2,2025-12-25,2025,12,25,Quinta-feira
1009,10,2,Creatina,59.9,599.0,246.057.391-06,Premium,187.926.053-03,2,2025-12-28,2025,12,28,Domingo
73,4,2,Creatina,59.9,239.6,439.587.261-19,Standard,026.954.731-25,2,2025-12-29,2025,12,29,Segunda-feira
11,7,2,Creatina,59.9,419.3,867.450.391-84,Premium,026.954.731-25,4,2025-12-30,2025,12,30,Terça-feira
126,4,10,Corda de Pular,29.9,119.6,704.869.321-50,Basic,435.201.798-14,2,2025-12-31,2025,12,31,Quarta-feira
172,4,7,Shorts Treino,49.9,199.6,109.756.842-30,Premium,356.890.241-98,4,2026-01-02,2026,1,2,Sexta-feira
1031,8,5,Cinto Lombar,99.9,799.2,439.587.261-19,Standard,026.954.731-25,2,2026-01-03,2026,1,3,Sábado
1034,4,6,Camiseta Dry Fit,39.9,159.6,032.968.745-00,Basic,924.138.650-98,3,2026-01-05,2026,1,5,Segunda-feira
33,4,6,Camiseta Dry Fit,39.9,159.6,032.968.745-00,Basic,924.138.650-98,3,2026-01-09,2026,1,9,Sexta-feira
173,9,7,Shorts Treino,49.9,449.1,129.748.563-73,Premium,435.201.798-14,3,2026-01-11,2026,1,11,Domingo
249,1,10,Corda de Pular,29.9,29.9,109.756.842-30,Premium,356.890.241-98,4,2026-01-15,2026,1,15,Quinta-feira
178,8,8,Agua Mineral,3.5,28.0,429.153.706-99,Basic,618.709.543-00,1,2026-01-19,2026,1,19,Segunda-feira
194,10,1,Whey Protein,89.9,899.0,105.962.743-43,Anual,435.201.798-14,2,2026-01-22,2026,1,22,Quinta-feira
167,7,6,Camiseta Dry Fit,39.9,279.3,795.328.401-41,Standard,319.267.548-91,2,2026-01-24,2026,1,24,Sábado
219,9,5,Cinto Lombar,99.9,899.1,105.962.743-43,Anual,435.201.798-14,2,2026-01-24,2026,1,24,Sábado
200,10,2,Creatina,59.9,599.0,246.057.391-06,Premium,187.926.053-03,2,2026-02-01,2026,2,1,Domingo
112,8,8,Agua Mineral,3.5,28.0,129.748.563-73,Premium,435.201.798-14,3,2026-02-03,2026,2,3,Terça-feira
1044,6,7,Shorts Treino,49.9,299.4,061.498.723-78,Premium,964.517.302-70,2,2026-02-09,2026,2,9,Segunda-feira
240,8,8,Agua Mineral,3.5,28.0,129.748.563-73,Premium,435.201.798-14,3,2026-02-12,2026,2,12,Quinta-feira
97,4,6,Camiseta Dry Fit,39.9,159.6,032.968.745-00,Basic,924.138.650-98,3,2026-02-13,2026,2,13,Sexta-feira
181,1,9,Isotonico,8.9,8.9,239.758.041-14,Basic,187.926.053-03,3,2026-02-13,2026,2,13,Sexta-feira
100,10,6,Camiseta Dry Fit,39.9,399.0,256.184.093-05,Anual,924.138.650-98,1,2026-02-20,2026,2,20,Sexta-feira
223,1,5,Cinto Lombar,99.9,99.9,651.370.429-43,Basic,356.890.241-98,3,2026-02-23,2026,2,23,Segunda-feira
144,6,3,Pre-Treino,79.9,479.4,795.328.401-41,Standard,319.267.548-91,2,2026-02-24,2026,2,24,Terça-feira
55,6,9,Isotonico,8.9,53.4,704.869.321-50,Basic,435.201.798-14,2,2026-03-03,2026,3,3,Terça-feira
147,6,4,Luva de Treino,49.9,299.4,109.756.842-30,Premium,356.890.241-98,4,2026-03-12,2026,3,12,Quinta-feira
206,6,3,Pre-Treino,79.9,479.4,205.876.493-56,Premium,430.579.182-04,2,2026-03-13,2026,3,13,Sexta-feira
1038,5,6,Camiseta Dry Fit,39.9,199.5,651.370.429-43,Basic,356.890.241-98,3,2026-03-13,2026,3,13,Sexta-feira
125,3,10,Corda de Pular,29.9,89.7,608.751.294-20,Basic,435.201.798-14,2,2026-03-14,2026,3,14,Sábado
1007,8,2,Creatina,59.9,479.2,015.872.963-30,Standard,618.709.543-00,1,2026-03-19,2026,3,19,Quinta-feira
252,3,10,Corda de Pular,29.9,89.7,504.983.671-93,Basic,924.138.650-98,2,2026-03-23,2026,3,23,Segunda-feira
1060,3,10,Corda de Pular,29.9,89.7,256.184.093-05,Anual,924.138.650-98,1,2026-03-24,2026,3,24,Terça-feira
1019,1,4,Luva de Treino,49.9,49.9,061.498.723-78,Premium,964.517.302-70,2,2026-03-25,2026,3,25,Quarta-feira
88,5,4,Luva de Treino,49.9,249.5,504.983.671-93,Basic,924.138.650-98,2,2026-03-26,2026,3,26,Quinta-feira
212,2,4,Luva de Treino,49.9,99.8,129.748.563-73,Premium,435.201.798-14,3,2026-03-27,2026,3,27,Sexta-feira
74,7,2,Creatina,59.9,419.3,795.328.401-41,Standard,319.267.548-91,2,2026-03-31,2026,3,31,Terça-feira
8,10,2,Creatina,59.9,599.0,246.057.391-06,Premium,187.926.053-03,2,2026-04-01,2026,4,1,Quarta-feira
75,7,2,Creatina,59.9,419.3,867.450.391-84,Premium,026.954.731-25,4,2026-04-02,2026,4,2,Quinta-feira
242,8,8,Agua Mineral,3.5,28.0,429.153.706-99,Basic,618.709.543-00,1,2026-04-02,2026,4,2,Quinta-feira
1049,8,8,Agua Mineral,3.5,28.0,129.748.563-73,Premium,435.201.798-14,3,2026-04-03,2026,4,3,Sexta-feira
197,6,1,Whey Protein,89.9,539.4,926.014.578-30,Basic,187.926.053-03,3,2026-04-06,2026,4,6,Segunda-feira
124,3,10,Corda de Pular,29.9,89.7,504.983.671-93,Basic,924.138.650-98,2,2026-04-09,2026,4,9,Quinta-feira
1050,3,8,Agua Mineral,3.5,10.5,173.204.986-69,Anual,026.954.731-25,1,2026-04-09,2026,4,9,Quinta-feira
98,1,6,Camiseta Dry Fit,39.9,39.9,145.620.738-53,Premium,430.579.182-04,5,2026-04-10,2026,4,10,Sexta-feira
53,1,9,Isotonico,8.9,8.9,239.758.041-14,Basic,187.926.053-03,3,2026-04-11,2026,4,11,Sábado
1,5,1,Whey Protein,89.9,449.5,032.968.745-00,Basic,924.138.650-98,3,2026-04-12,2026,4,12,Domingo
102,5,6,Camiseta Dry Fit,39.9,199.5,704.869.321-50,Basic,435.201.798-14,2,2026-04-12,2026,4,12,Domingo
146,1,4,Luva de Treino,49.9,49.9,061.498.723-78,Premium,964.517.302-70,2,2026-04-12,2026,4,12,Domingo
1028,9,5,Cinto Lombar,99.9,899.1,105.962.743-43,Anual,435.201.798-14,2,2026-04-19,2026,4,19,Domingo
1057,8,9,Isotonico,8.9,71.2,867.450.391-84,Premium,026.954.731-25,4,2026-04-29,2026,4,29,Quarta-feira
